Requirement_ID,Jurisdiction,Scheme,Source_Authority,Source_Document,Source_URL,Module_Type,Module_Name,Standard_Name,Outcome_Code,Outcome_Text,Quality_Indicator_Code,Quality_Indicator_Text,Applies_To_All_Providers,Registration_Group_Numbers,Registration_Group_Names,Registration_Group_Source_URL,Audit_Type,High_Risk_Flag,Stage_1_Applies,Stage_2_Applies,Audit_Test_Methods,Sampling_Required,Sampling_Subject,System_Evidence_Required,Implementation_Evidence_Required,Workforce_Evidence_Required,Participant_Evidence_Required,Requires_Workforce_Evidence,Requires_Participant_Evidence,Minimum_Evidence_Score_2,Best_Practice_Evidence_Score_3,Common_Nonconformity_Patterns,Gap_Rule_1,Gap_Rule_2,Gap_Rule_3,NC_Severity_Default,Evidence_Owner_Role,Review_Frequency,System_of_Record,Audit_Export_Label,Version,Last_Reviewed_Date,Change_Trigger,Notes,Evidence_Status_System,Evidence_Status_Implementation,Evidence_Status_Workforce,Evidence_Status_Participant,Best_Practice_Evidence_Present,Computed_Score,Computed_Flag
CORE-RR-IIC-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Rights and Responsibilities,Independence and informed choice,CORE-RR-IIC-O1,"Each participant is supported by the provider to make informed choices, exercise control and maximise their independence relating to the supports provided.",CORE-RR-IIC-QI-03,"Each participant’s autonomy is respected, including their right to intimacy and sexual expression.",Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Service Delivery Lead / Practice Manager,Annual,,Core – Rights and Responsibilities – Independence and informed choice,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RR-IIC-QI-04,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Rights and Responsibilities,Independence and informed choice,CORE-RR-IIC-O1,"Each participant is supported by the provider to make informed choices, exercise control and maximise their independence relating to the supports provided.",CORE-RR-IIC-QI-04,"Each participant has sufficient time to consider and review their options and seek advice if required, at any stage of support provision, including assessment, planning, provision, review and exit.",Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Service Delivery Lead / Practice Manager,Annual,,Core – Rights and Responsibilities – Independence and informed choice,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RR-IIC-QI-05,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Rights and Responsibilities,Independence and informed choice,CORE-RR-IIC-O1,"Each participant is supported by the provider to make informed choices, exercise control and maximise their independence relating to the supports provided.",CORE-RR-IIC-QI-05,"Each participant’s right to access an advocate (including an independent advocate) of their choosing is supported, as is their right to have the advocate present.",Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Service Delivery Lead / Practice Manager,Annual,,Core – Rights and Responsibilities – Independence and informed choice,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RR-VANED-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Rights and Responsibilities,"Violence, Abuse, Neglect, Exploitation and Discrimination",CORE-RR-VANED-O1,"Each participant accesses supports free from violence, abuse, neglect, exploitation or discrimination.",CORE-RR-VANED-QI-01,"Policies, procedures and practices are in place which actively prevent violence, abuse, neglect, exploitation or discrimination.",Y,,,,Certification,N,Y,Y,Document review,N,,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Service Delivery Lead / Practice Manager,Annual,,"Core – Rights and Responsibilities – Violence, Abuse, Neglect, Exploitation and Discrimination",v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RR-VANED-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Rights and Responsibilities,"Violence, Abuse, Neglect, Exploitation and Discrimination",CORE-RR-VANED-O1,"Each participant accesses supports free from violence, abuse, neglect, exploitation or discrimination.",CORE-RR-VANED-QI-02,"Each participant is provided with information about the use of an advocate (including an independent advocate) and access to an advocate is facilitated where allegations of violence, abuse, neglect, exploitation or discrimination have been made.",Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Service Delivery Lead / Practice Manager,Annual,,"Core – Rights and Responsibilities – Violence, Abuse, Neglect, Exploitation and Discrimination",v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RR-VANED-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Rights and Responsibilities,"Violence, Abuse, Neglect, Exploitation and Discrimination",CORE-RR-VANED-O1,"Each participant accesses supports free from violence, abuse, neglect, exploitation or discrimination.",CORE-RR-VANED-QI-03,"Allegations and incidents of violence, abuse, neglect, exploitation or discrimination, are acted upon, each participant affected is supported and assisted, records are made of any details and outcomes of reviews and investigations (where applicable) and action is taken to prevent similar incidents occurring again.",Y,,,,Certification,N,Y,Y,Document review; Records sampling; Participant interview (where applicable),Y,Files/records; Participants,Relevant documented process or guidance (current),Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,Service Delivery Lead / Practice Manager,Annual,,"Core – Rights and Responsibilities – Violence, Abuse, Neglect, Exploitation and Discrimination",v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-01,Opportunities are provided by the governing body for people with disability to contribute to the governance of the organisation and have input into the development of organisational policy and processes relevant to the provision of supports and the protection of participant rights.,Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-02,"A defined structure is implemented by the governing body to meet a governing body’s financial, legislative, regulatory and contractual responsibilities, and to monitor and respond to quality and safeguarding matters associated with delivering supports to participants.",Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-03,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-03,"The skills and knowledge required for the governing body to govern effectively are identified, and relevant training is undertaken by members of the governing body to address any gaps.",Y,,,,Certification,N,Y,Y,Document review; Worker interview,Y,Workers,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Training/competency/supervision evidence for relevant roles,N/A or indirect (no participant-specific evidence typically required),Y,N,"All required evidence buckets present and current (system + implementation, workforce).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required training/competency missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-04,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-04,"The governing body ensures that strategic and business planning considers legislative requirements, organisational risks, other requirements related to operating under the NDIS (for example Agency requirements and guidance), participants’ and workers’ needs and the wider organisational environment.",Y,,,,Certification,N,Y,Y,Document review; Worker interview; Participant interview (where applicable),Y,Workers; Participants,"Relevant policy/procedure/framework (current, approved)",Service delivery records demonstrating implementation (samples),Training/competency/supervision evidence for relevant roles,Participant file evidence (plans/consents/communications) showing the requirement is met,Y,Y,"All required evidence buckets present and current (system + implementation, workforce, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required training/competency missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-05,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-05,"The performance of management, including responses to individual issues, is monitored by the governing body to drive continuous improvement in management practices.",Y,,,,Certification,N,Y,Y,Document review,N,,Relevant documented process or guidance (current),Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-06,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-06,"The provider is managed by a suitably qualified and/or experienced persons with clearly defined responsibility, authority and accountability for the provision of supports.",Y,,,,Certification,N,Y,Y,Document review,N,,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-07,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-07,There is a documented system of delegated responsibility and authority to another suitable person in the absence of a usual position holder in place.,Y,,,,Certification,N,Y,Y,Document review; Records sampling,Y,Files/records,"Relevant policy/procedure/framework (current, approved)",Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-GOV-QI-08,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Governance and Operational Management,CORE-GOV-O1,"Each participant’s support is overseen by robust governance and operational management systems relevant (proportionate) to the size, and scale of the provider and the scope and complexity of supports delivered.",CORE-GOV-QI-08,"Perceived and actual conflicts of interest are proactively managed and documented, including through development and maintenance of organisational policies.",Y,,,,Certification,N,Y,Y,Document review; Records sampling,Y,Files/records,Relevant documented process or guidance (current),Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Annual,,Core – Provider Governance and Operational Management – Governance and Operational Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RISK-QI-01,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Risk Management,CORE-RISK-O1,"Risks to participants, workers and the provider are identified and managed.",CORE-RISK-QI-01,"Risks to the organisation, including risks to participants, financial and work health and safety risks, and risks associated with provision of supports are identified, analysed, prioritised and treated.",Y,,,,Certification,N,Y,Y,Document review; Participant interview (where applicable),Y,Participants,Relevant documented process or guidance (current),Service delivery records demonstrating implementation (samples),Role clarity / accountability evidence (where relevant),Participant file evidence (plans/consents/communications) showing the requirement is met,N,Y,"All required evidence buckets present and current (system + implementation, participant).","Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Quarterly,,Core – Provider Governance and Operational Management – Risk Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
CORE-RISK-QI-02,AU,NDIS,NDIS Quality and Safeguards Commission,NDIS Practice Standards and Quality Indicators,https://www.ndiscommission.gov.au/sites/default/files/2024-10/ndis-practice-standards-and-quality-indicators.pdf,Core,Core – Provider Governance and Operational Management,Risk Management,CORE-RISK-O1,"Risks to participants, workers and the provider are identified and managed.",CORE-RISK-QI-02,"A documented risk management system that effectively manages identified risks is in place, and is relevant and proportionate to the size and scale of the provider and the scope and complexity of supports provided.",Y,,,,Certification,N,Y,Y,Document review; Records sampling,Y,Files/records,"Relevant policy/procedure/framework (current, approved)",Records/registers showing application in practice (samples),Role clarity / accountability evidence (where relevant),N/A or indirect (no participant-specific evidence typically required),N,N,All required evidence buckets present and current (system + implementation).,"Demonstrated continuous improvement (trend analysis, reviews, actions closed) beyond minimum compliance.",Policy exists but implementation evidence is weak or missing; training/awareness not evidenced; review/learning loop absent.,IF System evidence missing/outdated THEN flag,IF Implementation evidence missing/incomplete THEN flag,IF required review cycle missing THEN flag,Minor,CEO / Board / Quality Manager,Quarterly,,Core – Provider Governance and Operational Management – Risk Management,v1.0,2026-02-03,Regulatory update or audit finding,,Not assessed,Not assessed,Not assessed,Not assessed,N,,
